title	tomato_meter	audience_score	date	directors
O Homem Que Copiava	66	83	2003	['Jorge Furtado']
The Polka King	66	49	2017	['Maya Forbes']
The Giant Mechanical Man	70	65	2012	['Lee Kirk']
Troll	30	28	1986	['John Carl Buechler']
Luck by Chance	80	67	2009	['Zoya Akhtar']
Quatermass and the Pit	87	73	1967	['Roy Ward Baker']
5 Flights Up	46	43	2014	['Richard Loncraine']
The Ones Below	76	47	2015	['David Farr']
Belle Epoque	95	78	1992	['Fernando Trueba']
Frankenhooker	57	57	1990	['Frank Henenlotter']
Aitraaz	None	65	2004	['Abbas Alibhai Burmawalla', 'Mastan Alibhai Burmawalla']
King Kong vs. Godzilla	50	56	1963	['Ishirô Honda', 'Tom Montgomery']
Eyes of Laura Mars	53	43	1978	['Irvin Kershner']
The Seasoning House	21	41	2012	['Paul Hyett']
Celtic Pride	9	31	1996	['Tom DeCerchio']
Buster's Mal Heart	70	56	2016	['Sarah Adina Smith']
Fourth Man Out	54	69	2015	['Andrew Nackman']
Operation Christmas Drop	47	39	2020	['Martin Wood']
The Legend of Billie Jean	50	75	1985	['Matthew Robbins']
A Christmas Horror Story	83	46	2015	['Grant Harvey', 'Steven Hoban', 'Brett Sullivan']
Emmanuelle	40	39	1974	['Just Jaeckin']
Shootout at Lokhandwala	None	66	2007	['Apoorva Lakhia']
Foxy Brown	60	66	1974	['Jack Hill']
The Last Five Years	60	57	2014	['Richard LaGravenese']
Feel the Beat	50	58	2020	['Elissa Down']
Man Down	16	58	2015	['Dito Montiel']
I Can Do Bad All by Myself	61	81	2009	['Tyler Perry']
Werewolves Within	86	81	2021	['Josh Ruben']
Poolhall Junkies	33	88	2002	['Mars Callahan']
Rogue Trader	30	52	1999	['James Dearden']
Flowers in the Attic	11	51	1987	['Jeffrey Bloom']
Terri	87	60	2011	['Azazel Jacobs']
My Son, My Son, What Have Ye Done	49	44	2009	['Werner Herzog']
Tokyo Sonata	94	80	2008	['Kiyoshi Kurosawa']
Free Willy 3: The Rescue	44	44	1997	['Sam Pillsbury']
Josh	None	51	2000	['Mansoor Khan', 'Dilip Mestry']
Who's That Girl	35	47	1987	['James Foley']
Babysitting	None	60	2014	['Nicolas Benamou', 'Philippe Lacheau']
Drowning by Numbers	92	89	1988	['Peter Greenaway']
The Emerald Forest	81	78	1985	['John Boorman']
Escape to Witch Mountain	77	59	1975	['John Hough']
Gone Fishin'	4	37	1997	['Christopher Cain']
True History of the Kelly Gang	80	40	2019	['Justin Kurzel']
Happy, Texas	81	55	1999	['Mark Illsley']
Guest House Paradiso	None	67	1999	['Adrian Edmondson']
Tim and Eric's Billion Dollar Movie	36	47	2012	['Tim Heidecker', 'Eric Wareheim']
Kafka	52	72	1991	['Steven Soderbergh']
Then She Found Me	50	44	2007	['Helen Hunt']
Seven Chances	94	90	1925	['Buster Keaton']
Son of Frankenstein	95	71	1939	['Rowland V. Lee']
El desconocido	100	57	2015	['Dani de la Torre']
Cold Souls	75	54	2009	['Sophie Barthes']
A Royal Night Out	74	55	2015	['Julian Jarrold']
Morvern Callar	84	74	2002	['Lynne Ramsay']
Brute Force	94	87	1947	['Jules Dassin']
Infinity Chamber	None	67	2016	['Travis Milloy']
Mermaid Down	None	76	2019	['Jeffrey Grellman']
Soodhu Kavvum	None	81	2013	['Nalan Kumarasamy']
Azizler	None	50	2021	['Durul Taylan', 'Yagmur Taylan']
Jagga Jasoos	83	65	2017	['Anurag Basu', 'Shubzz']
Innocent Blood	38	44	1992	['John Landis']
Leprechaun 2	6	29	1994	['Rodman Flender']
Ice Station Zebra	47	58	1968	['John Sturges']
Dark Was the Night	52	35	2014	['Jack Heller']
Kid Cannabis	71	64	2014	['John Stockwell']
Woman of the Year	89	80	1942	['George Stevens']
Blood and Wine	61	35	1996	['Bob Rafelson']
Happy Accidents	70	75	2000	['Brad Anderson']
Iron Sky: The Coming Race	29	31	2019	['Timo Vuorensola']
Bis ans Ende der Welt	88	89	1991	['Wim Wenders']
Boruto: Naruto the Movie	None	93	2015	['Hiroyuki Yamashita', 'Toshiyuki Tsuru']
The Power of One	39	87	1992	['John G. Avildsen']
A Christmas Prince: The Royal Wedding	50	34	2018	['John Schultz']
The Samaritan	26	40	2012	['David Weaver']
Age of Heroes	40	23	2011	['Adrian Vitoria']
Desierto	63	46	2015	['Jonás Cuarón']
Gong fu yu jia	48	37	2017	['Stanley Tong']
Campeones	75	83	2018	['Javier Fesser']
Balls Out: Gary the Tennis Coach	None	27	2009	['Danny Leiner']
Ms .45	85	72	1981	['Abel Ferrara']
Wolfen	75	46	1981	['Michael Wadleigh']
Riding the Bullet	26	33	2004	['Mick Garris']
Wilderness	25	47	2006	['M.J. Bassett']
The Powerpuff Girls Movie	63	60	2002	['Craig McCracken', 'Genndy Tartakovsky']
Sen Aydinlatirsin Geceyi	None	74	2013	['Onur Ünlü']
Spyder	0	53	2017	['A.R. Murugadoss']
The Late Bloomer	20	22	2016	['Kevin Pollak']
Indochine	72	84	1992	['Régis Wargnier']
Talk to Me	83	77	2007	['Kasi Lemmons']
Ratcatcher	87	86	1999	['Lynne Ramsay']
City Heat	22	24	1984	['Richard Benjamin']
Waqt: The Race Against Time	None	71	2005	['Vipul Amrutlal Shah']
The Principal	50	51	1987	['Christopher Cain']
Abandon	16	31	2002	['Stephen Gaghan']
Better Luck Tomorrow	81	79	2002	['Justin Lin']
The Jazz Singer	78	56	1927	['Alan Crosland']
The Coldest Game	0	47	2019	['Lukasz Kosmicki']
Dhadak	31	58	2018	['Shashank Khaitan']
An American Carol	12	47	2008	['David Zucker']
Magic Magic	68	31	2013	['Sebastián Silva']
Stuck	73	54	2007	['Stuart Gordon']
Vera Cruz	80	71	1954	['Robert Aldrich']
A Soldier's Story	92	81	1984	['Norman Jewison']
Shining Through	41	73	1992	['David Seltzer']
House of 9	None	36	2005	['Steven R. Monroe']
Rock 'n' Roll High School	81	75	1979	['Allan Arkush', 'Joe Dante']
Song One	33	29	2014	['Kate Barker-Froyland']
Beatriz at Dinner	75	53	2017	['Miguel Arteta']
My Awkward Sexual Adventure	63	54	2012	['Sean Garrity']
De zaak Alzheimer	84	80	2003	['Erik Van Looy']
Jing cha gu shi 2013	25	33	2013	['Sheng Ding']
The Disappointments Room	0	17	2016	['D.J. Caruso']
Un coeur en hiver	85	90	1992	['Claude Sautet']
Santa's Slay	None	43	2005	['David Steiman']
Lovely Molly	44	32	2011	['Eduardo Sánchez']
Let Us Prey	77	43	2014	["Brian O'Malley"]
Waterloo Bridge	80	88	1940	['Mervyn LeRoy']
Chill Factor	10	30	1999	['Hugh Johnson']
Proud Mary	25	46	2018	['Babak Najafi']
Noel	28	48	2004	['Chazz Palminteri']
Imaginary Heroes	35	81	2004	['Dan Harris']
The Navigator	100	89	1924	['Donald Crisp', 'Buster Keaton']
The Fourth Protocol	74	55	1987	['John Mackenzie']
Bullet Head	61	30	2017	['Paul Solet']
It's All About Love	19	27	2003	['Thomas Vinterberg']
2036 Origin Unknown	None	35	2018	['Hasraf Dulull']
Chisum	83	74	1970	['Andrew V. McLaglen']
Jeruzalem	54	52	2015	['Doron Paz', 'Yoav Paz']
CBGB	7	42	2013	['Randall Miller']
The Thinning	None	62	2016	['Michael J. Gallagher']
Tragedy Girls	83	63	2017	['Tyler MacIntyre']
Seems Like Old Times	70	64	1980	['Jay Sandrich']
Le corbeau	90	90	1943	['Henri-Georges Clouzot']
Les chansons d'amour	61	78	2007	['Christophe Honoré']
Eve's Bayou	82	89	1997	['Kasi Lemmons']
Ladybugs	12	43	1992	['Sidney J. Furie']
Cool as Ice	3	43	1991	['David Kellogg']
Death Wish 4: The Crackdown	13	40	1987	['J. Lee Thompson']
The Right Kind of Wrong	16	37	2013	['Jeremiah S. Chechik']
How to Deal	27	64	2003	['Clare Kilner']
Dracula: Prince of Darkness	81	65	1966	['Terence Fisher']
Blow the Man Down	98	73	2019	['Bridget Savage Cole', 'Danielle Krudy']
Johnny Handsome	62	46	1989	['Walter Hill']
Michiel de Ruyter	67	81	2015	['Roel Reiné']
Quel maledetto treno blindato	100	69	1978	['Enzo G. Castellari']
A Dark Foe	60	93	2020	['Maria Gabriela Cardenas']
The Sleepover	70	50	2020	['Trish Sie']
Ask the Dust	35	41	2006	['Robert Towne']
Blankman	19	41	1994	['Mike Binder']
Escape from Tomorrow	58	25	2013	['Randy Moore']
The Pretty One	50	45	2013	['Jenée LaMarque']
The Man in the White Suit	100	81	1951	['Alexander Mackendrick']
Ladies vs. Ricky Bahl	67	38	2011	['Maneesh Sharma']
We Don't Live Here Anymore	65	54	2004	['John Curran']
Damsels in Distress	75	39	2011	['Whit Stillman']
Ryan's Daughter	50	73	1970	['David Lean']
Before I Disappear	37	67	2014	['Shawn Christensen']
I Still See You	8	56	2018	['Scott Speer']
White Dog	92	73	1982	['Samuel Fuller']
Blue in the Face	43	76	1995	['Paul Auster', 'Wayne Wang', 'Harvey Wang']
In Fear	81	41	2013	['Jeremy Lovering']
Divines	84	74	2016	['Houda Benyamina']
Easter Parade	91	86	1948	['Charles Walters']
Nosotros los Nobles	100	82	2013	['Gary Alazraki']
Camp Nowhere	18	58	1994	['Jonathan Prince']
Blackthorn	75	62	2011	['Mateo Gil']
Lazer Team	60	69	2015	['Matt Hullum']
Whisper	None	42	2007	['Stewart Hendler']
M. Butterfly	43	67	1993	['David Cronenberg']
The Domestics	100	49	2018	['Mike P. Nelson']
Khaali Peeli	44	None	2020	['Maqbool Khan']
Bad Influence	63	51	1990	['Curtis Hanson']
That Touch of Mink	78	70	1962	['Delbert Mann']
CB4	52	61	1993	['Tamra Davis']
Ragtime	92	77	1981	['Milos Forman']
Film Stars Don't Die in Liverpool	80	67	2017	['Paul McGuigan']
Shuddh Desi Romance	100	43	2013	['Maneesh Sharma']
This Island Earth	73	44	1955	['Joseph M. Newman', 'Jack Arnold']
My Favorite Year	96	84	1982	['Richard Benjamin']
1776	69	84	1972	['Peter H. Hunt']
Topkapi	90	67	1964	['Jules Dassin']
Klopka	60	87	2007	['Srdan Golubovic']
The Rezort	50	23	2015	['Steve Barker']
Mr. Nanny	6	33	1993	['Michael Gottlieb']
Sound of Noise	96	77	2010	['Ola Simonsson', 'Johannes Stjärne Nilsson']
SubUrbia	65	67	1996	['Richard Linklater']
The Weight of Water	35	38	2000	['Kathryn Bigelow']
There's Someone Inside Your House	47	19	2021	['Patrick Brice']
L'argent	97	82	1983	['Robert Bresson']
Let Them All Talk	88	51	2020	['Steven Soderbergh']
Kill Your Friends	24	33	2015	['Owen Harris']
The Dirty Picture	100	58	2011	['Milan Luthria']
Wake of Death	None	43	2004	['Philippe Martinez']
Poulet aux prunes	74	71	2011	['Vincent Paronnaud', 'Marjane Satrapi']
Goodachari	None	75	2018	['Sashi Kiran Tikka']
Hell Baby	31	27	2013	['Robert Ben Garant', 'Thomas Lennon']
Son of Sardaar	None	29	2012	['Ashwani Dhir', 'Anil Devgan']
Volunteers	58	33	1985	['Nicholas Meyer']
Undercover Blues	37	66	1993	['Herbert Ross']
Girl on the Third Floor	84	22	2019	['Travis Stevens']
Strangerland	41	24	2015	['Kim Farrant']
Targets	89	81	1968	['Peter Bogdanovich']
Extra Ordinary	98	77	2019	['Mike Ahern', 'Enda Loughman']
High Spirits	27	59	1988	['Neil Jordan']
Night Train	None	61	2009	['Brian King']
Love, Wedding, Marriage	0	28	2011	['Dermot Mulroney']
Battle of the Year	6	49	2013	['Benson Lee']
Young and Innocent	100	62	1937	['Alfred Hitchcock']
Phantasm III: Lord of the Dead	44	42	1994	['Don Coscarelli']
House of D	10	73	2004	['David Duchovny']
Ernest Goes to Jail	11	48	1990	['John R. Cherry III']
Tarantula	94	50	1955	['Jack Arnold']
Arrambam	None	38	2013	['Vishnuvardhan']
5x2	65	69	2004	['François Ozon']
My Bodyguard	84	69	1980	['Tony Bill']
The Houses October Built	60	30	2014	['Bobby Roe']
We Summon the Darkness	69	34	2019	['Marc Meyers']
The Pawnbroker	84	87	1964	['Sidney Lumet']
Plane Dead	89	34	2007	['Scott Thomas']
Rebel in the Rye	29	63	2017	['Danny Strong']
Infestation	None	33	2009	['Kyle Rankin']
The Con Is On	0	40	2018	['James Oakley']
The Battery	80	66	2012	['Jeremy Gardner']
It Came from Outer Space	79	54	1953	['Jack Arnold']
The Truth About Emanuel	37	34	2013	['Francesca Gregorini']
New Kids Nitro	None	44	2011	['Steffen Haars', 'Flip Van der Kuil']
Boy Wonder	57	62	2010	['Michael Morrissey']
My Old Lady	62	43	2014	['Israel Horovitz']
Dasavatharam	None	57	2008	['K.S. Ravikumar']
Mumford	57	66	1999	['Lawrence Kasdan']
Cradle Will Rock	65	71	1999	['Tim Robbins']
Un flic	81	69	1972	['Jean-Pierre Melville']
Wonderful Days	53	69	2003	['Moon-saeng Kim']
Mere Brother Ki Dulhan	50	47	2011	['Ali Abbas Zafar']
Level 16	83	61	2018	['Danishka Esterhazy']
Petta	67	71	2019	['Karthik Subbaraj']
Sergio	45	50	2020	['Greg Barker']
Baggage Claim	15	48	2013	['David E. Talbert']
Cold Comes the Night	44	29	2013	['Tze Chun']
Crossover	2	59	2006	['Preston A. Whitmore II']
Boxcar Bertha	52	33	1972	['Martin Scorsese']
Irreplaceable You	32	60	2018	['Stephanie Laing']
Avenging Angelo	13	33	2002	['Martyn Burke']
Okkadu	None	83	2003	['Gunasekhar']
Happy Birthday to Me	20	42	1981	['J. Lee Thompson']
See Spot Run	23	44	2001	['John Whitesell']
Happy Endings	55	63	2005	['Don Roos']
Mother India	86	86	1957	['Mehboob Khan']
La fille inconnue	72	48	2016	['Jean-Pierre Dardenne', 'Luc Dardenne']
Train de vie	64	93	1998	['Radu Mihaileanu']
The Family Fang	83	47	2015	['Jason Bateman']
The Holiday Calendar	33	39	2018	['Bradley Walsh']
Saturn 3	25	30	1980	['Stanley Donen', 'John Barry']
Brown Sugar	66	90	2002	['Rick Famuyiwa']
Grand Prix	100	88	1966	['John Frankenheimer']
Hatchet III	57	39	2013	['BJ McDonnell']
3 Godfathers	85	78	1948	['John Ford']
The High Note	71	71	2020	['Nisha Ganatra']
The Disappearance of Eleanor Rigby: Her	None	60	2013	['Ned Benson']
American Me	73	90	1992	['Edward James Olmos']
Pour elle	81	69	2008	['Fred Cavayé']
Mumbai Saga	33	None	2021	['Sanjay Gupta']
Housefull 3	25	47	2016	['Sajid', 'Farhad Samji']
Phat Girlz	21	65	2006	['Nnegest Likké']
Chatroom	9	35	2010	['Hideo Nakata']
Finding 'Ohana	85	83	2021	['Jude Weng']
3 Ninjas Kick Back	15	40	1994	['Charles T. Kanganis']
Ferry	None	78	2021	['Cecilia Verheyden']
Something Wicked This Way Comes	61	64	1983	['Jack Clayton']
The Catcher Was a Spy	32	51	2018	['Ben Lewin']
For Whom the Bell Tolls	71	68	1943	['Sam Wood']
The Wind and the Lion	63	70	1975	['John Milius']
Another Gay Movie	50	61	2006	['Todd Stephens']
Shakuntala Devi	80	51	2020	['Anu Menon']
The Hunter's Prayer	33	23	2017	['Jonathan Mostow']
Un plan parfait	33	44	2012	['Pascal Chaumeil']
The Boston Strangler	86	74	1968	['Richard Fleischer']
This Christmas	55	81	2007	['Preston A. Whitmore II']
Little Ashes	24	49	2008	['Paul Morrison']
Black Rock	53	24	2012	['Katie Aselton']
Ironweed	58	59	1987	['Hector Babenco']
Harper	100	74	1966	['Jack Smight']
Sicilian Vampire	None	30	2015	["Frank D'Angelo"]
Distorted	18	81	2018	['Rob W. King']
Mind Game	100	93	2004	['Masaaki Yuasa', 'Kôji Morimoto']
Mobsters	6	57	1991	['Michael Karbelnikoff']
Nil by Mouth	68	87	1997	['Gary Oldman']
Sint	55	29	2010	['Dick Maas']
Bande de filles	96	73	2014	['Céline Sciamma']
Wolves	24	32	2014	['David Hayter']
Fled	18	23	1996	['Kevin Hooks']
Fritt vilt II	None	53	2008	['Mats Stenberg']
The Secret of Roan Inish	96	87	1994	['John Sayles']
Dolphin Tale 2	66	72	2014	['Charles Martin Smith']
Lucifer	None	83	2019	['Prithviraj Sukumaran']
Soul Survivors	4	26	2001	['Stephen Carpenter']
Santa with Muscles	None	22	1996	['John Murlowski']
Exists	33	29	2014	['Eduardo Sánchez']
The Lodgers	56	39	2017	["Brian O'Malley"]
The Indian Runner	74	81	1991	['Sean Penn']
Black Dog	10	60	1998	['Kevin Hooks']
Sheitan	53	52	2006	['Kim Chapiron']
Taxi 5	0	31	2018	['Franck Gastambide']
This Gun for Hire	94	81	1942	['Frank Tuttle']
Paradies: Liebe	78	68	2012	['Ulrich Seidl']
Bhoothnath	60	53	2008	['Vivek Sharma']
How to Be a Player	11	76	1997	['Lionel C. Martin']
Atlantique	95	66	2019	['Mati Diop']
Benvenuti al sud	None	57	2010	['Luca Miniero']
Operation Dumbo Drop	31	29	1995	['Simon Wincer']
Eulogy	34	71	2004	['Michael Clancy']
Nappily Ever After	67	71	2018	['Haifaa Al-Mansour']
Atharintiki Daaredi	None	80	2013	['Trivikram Srinivas']
Faults	91	68	2014	['Riley Stearns']
Beat the Devil	71	54	1953	['John Huston']
Bankier van het verzet	100	73	2018	['Joram Lürsen']
Mamma Roma	94	90	1962	['Pier Paolo Pasolini']
Alien Raiders	100	34	2008	['Ben Rock']
Mardaani 2	50	86	2019	['Gopi Puthran']
The Puppet Masters	26	32	1994	['Stuart Orme']
God Help the Girl	67	59	2014	['Stuart Murdoch']
Bol	None	88	2011	['Shoaib Mansoor']
Noordzee, Texas	83	71	2011	['Bavo Defurne']
Nowhere	27	76	1997	['Gregg Araki']
The Postcard Killings	25	36	2020	['Danis Tanovic']
Copshop	82	74	2021	['Joe Carnahan']
Outside Providence	51	65	1999	['Michael Corrente']
Pyewacket	83	53	2017	['Adam MacDonald']
The Crow: Wicked Prayer	0	35	2005	['Lance Mungia']
Alone in Berlin	57	51	2016	['Vincent Perez']
Shubh Mangal Zyada Saavdhan	93	72	2020	['Hitesh Kewalya']
Golmaal Again	50	37	2017	['Rohit Shetty']
Win It All	85	55	2017	['Joe Swanberg']
Undertow	55	62	2004	['David Gordon Green']
Teen Witch	44	74	1989	['Dorian Walker']
Pumpkin	37	56	2002	['Anthony Abrams', 'Adam Larson Broder']
Mei ren yu	95	60	2016	['Stephen Chow']
Accident Man	83	64	2018	['Jesse V. Johnson']
Trial by Fire	61	72	2018	['Edward Zwick']
Dodsworth	90	86	1936	['William Wyler']
Black Bear	89	61	2020	['Lawrence Michael Levine']
Battle Beyond the Stars	50	41	1980	['Jimmy T. Murakami', 'Roger Corman']
Bunny Lake Is Missing	87	78	1965	['Otto Preminger']
Humanoids from the Deep	55	41	1980	['Barbara Peeters', 'Jimmy T. Murakami']
Highwaymen	13	37	2004	['Robert Harmon']
All Cheerleaders Die	48	34	2013	['Lucky McKee', 'Chris Sivertson']
Demon Seed	57	47	1977	['Donald Cammell']
Lonely Are the Brave	93	85	1962	['David Miller']
Gang Related	53	65	1997	['Jim Kouf']
Ma vie en rose	92	90	1997	['Alain Berliner']
Yuva	None	76	2004	['Mani Ratnam']
Criminal Activities	48	42	2015	['Jackie Earle Haley']
Ghosts of War	40	40	2020	['Eric Bress']
Turbo: A Power Rangers Movie	15	40	1997	['Shuki Levy', 'David Winning']
De behandeling	93	78	2014	['Hans Herbots']
Doom: Annihilation	43	15	2019	['Tony Giglio']
Come and Find Me	64	33	2016	['Zack Whedon']
The Princess Switch: Switched Again	58	35	2020	['Mike Rohl']
Koyla	None	56	1997	['Rakesh Roshan']
Le quai des brumes	96	91	1938	['Marcel Carné']
Blackboard Jungle	76	78	1955	['Richard Brooks']
Kara Bela	None	40	2015	['Burak Aksak']
Girlhouse	75	42	2014	['Jon Knautz', 'Trevor Matthews']
No One Gets Out Alive	67	41	2021	['Santiago Menghini']
Incendiary	20	34	2008	['Sharon Maguire']
Life Partners	68	47	2014	['Susanna Fogel']
Booty Call	25	59	1997	['Jeff Pollack']
The Atticus Institute	57	27	2015	['Chris Sparling']
Christmas in Connecticut	88	75	1945	['Peter Godfrey']
Kis Vuk	None	6	2008	['György Gát', 'János Uzsák']
w Delta z	67	36	2007	['Tom Shankland']
The Funeral	79	68	1996	['Abel Ferrara']
Bol Bachchan	71	51	2012	['Rohit Shetty']
The Man from Earth: Holocene	50	55	2017	['Richard Schenkman']
The Penitent Man	None	55	2010	['Nicholas Gyeney']
Surfer, Dude	0	26	2008	['S.R. Bindler']
Young Einstein	36	50	1988	['Yahoo Serious']
November Criminals	0	24	2017	['Sacha Gervasi']
Rudo y Cursi	73	66	2008	['Carlos Cuarón']
Superintelligence	31	32	2020	['Ben Falcone']
Lola Versus	36	31	2012	['Daryl Wein']
Interreflections	None	95	2020	['Peter Joseph']
London Fields	0	38	2018	['Mathew Cullen']
La rafle	56	69	2010	['Rose Bosch']
Bat*21	81	58	1988	['Peter Markle']
Sanma no aji	95	91	1962	['Yasujirô Ozu']
Little Fish	90	57	2005	['Rowan Woods']
Smokey and the Bandit Part 3	17	18	1983	['Dick Lowry']
Mortal Thoughts	57	36	1991	['Alan Rudolph']
Repossessed	0	64	1990	['Bob Logan']
I'll Sleep When I'm Dead	44	35	2003	['Mike Hodges']
Kids in the Hall: Brain Candy	43	77	1996	['Kelly Makin']
The Future	72	54	2011	['Miranda July']
Wer	None	40	2013	['William Brent Bell']
American Ninja 2: The Confrontation	None	39	1987	['Sam Firstenberg']
Trick	78	83	1999	['Jim Fall']
In Harm's Way	36	81	1965	['Otto Preminger']
Honkytonk Man	93	64	1982	['Clint Eastwood']
10x10	67	23	2018	['Suzi Ewing']
Sakasama no Patema	73	79	2013	['Yasuhiro Yoshiura']
Fat City	100	85	1972	['John Huston']
Trust the Man	28	35	2005	['Bart Freundlich']
Everyone's Hero	42	44	2006	['Colin Brady', 'Christopher Reeve', 'Daniel St. Pierre']
Call Northside 777	79	73	1948	['Henry Hathaway']
Rashmi Rocket	56	None	2021	['Akarsh Khurana']
The Babymakers	8	22	2012	['Jay Chandrasekhar']
Campanadas a medianoche	96	85	1965	['Orson Welles']
Approaching the Unknown	43	15	2016	['Mark Elijah Rosenberg']
The Case for Christ	61	78	2017	['Jon Gunn']
La Danza de la Realidad	94	82	2013	['Alejandro Jodorowsky']
Penguin Bloom	67	68	2020	['Glendyn Ivin']
Jawaani Jaaneman	69	52	2020	['Nitin Kakkar']
Lost in America	97	77	1985	['Albert Brooks']
Nerkonda Paarvai	None	87	2019	['H. Vinoth']
Middle School: The Worst Years of My Life	64	58	2016	['Steve Carr']
Here on Earth	17	60	2000	['Mark Piznarski']
Sons of the Desert	100	86	1933	['William A. Seiter']
Yeralti	None	68	2012	['Zeki Demirkubuz']
Justice League vs. the Fatal Five	100	65	2019	['Sam Liu']
Obchod na korze	100	94	1965	['Ján Kadár', 'Elmar Klos']
Stander	73	80	2003	['Bronwen Hughes']
Mosura tai Gojira	92	68	1964	['Ishirô Honda']
Sleight	78	52	2016	['J.D. Dillard']
South Pacific	82	69	1958	['Joshua Logan']
