title	themes	movie_moods	keywords	date	directors
Murder at 1600	['Nail-biters', 'Spellbinders']	['Conspiracies', 'Political Corruption']	['agent[representative]', 'conspiracy', 'extramarital-affair', 'hostage', 'investigation', 'killing', 'murder']	1997	['Dwight H. Little']
The Aeronauts	['Adrenaline Rush']	['Journey of Self-Discovery', 'Obsessive Quests', 'Survival in the Wilderness', 'Trapped or Confined']	['expedition', 'hot-air-balloon', 'meteorology', 'pilot', 'scientist', 'survival']	2019	['Tom Harper']
Tom & Jerry	['Young and Old Alike']	['Faltering Friendships', 'New Kid in Town', 'Unlikely Friendships', 'Wedding Bells']	['cat-and-mouse', 'hotel', 'mouse[animal]', 'odd-friendship', 'wedding']	2021	['Tim Story']
The Shop Around the Corner	['In the Mood for Love', 'Pick-Me-Ups']	['Mistaken Identities', 'Opposites Attract']	['love', 'love-letter', 'relationship', 'romance', 'worker', 'correspondence', 'suicide', 'clerk', 'dating', 'employee', 'employment', 'girl', 'proposal[romantic]']	1940	['Ernst Lubitsch']
Goya's Ghosts	['Carnal Knowledge']	['Life in the Arts', 'Members of the Clergy', 'Political Unrest', 'Prostitutes']	['artist', 'Catholicism', 'enlightenment', 'Inquisition', 'monk', 'portrait', 'royalty', 'Spain', 'torture']	2006	['Milos Forman']
Sorority Row	['Blood and Gore']	['Haunted By the Past', 'Serial Killers']	['accidental-death', 'graduation', 'maniac', 'prank', 'sorority']	2009	['Stewart Hendler']
No se aceptan devoluciones	['Pick-Me-Ups']	['Fathers and Daughters', 'Parenthood', 'Single Parents']	['baby', 'bachelor', 'career', 'custody-battle', 'Hollywood', 'playboy', 'stuntperson', 'swinging-single', 'womanizer']	2013	['Eugenio Derbez']
Mermaids	['Estrogen Shot', 'Pick-Me-Ups']	['Eccentric Families', 'Mothers and Daughters', 'First Love', 'Coping With Puberty [k]', 'Generation Gap']	['coming-of-age', 'mother', 'single-parent', 'sister', 'swimming', 'Jewish']	1990	['Richard Benjamin']
Sleepaway Camp	['Blood and Gore']	['Serial Killers', 'Summer Camp']	['summer-camp', 'psychopath', 'rampage', 'slasher', 'multiple-murder', 'teenagers', 'cousin', 'maniac']	1983	['Robert Hiltzik']
Last Holiday	['Estrogen Shot', 'Just for Fun']	['Battling Illness', 'Dying Young']	['chef', 'clerk', 'department-store', 'Europe', 'executive', 'politician', 'shopgirl', 'vacation']	2006	['Wayne Wang']
J'ai perdu mon corps	['Slow Burn', 'Young and Old Alike']	"[""Actor's Life"", 'Finding a Way Back Home', 'Journey of Self-Discovery', 'Looking For Love', 'Orphans', 'Renegade Body Parts']"	['accident', 'animation', 'body', 'boy', 'coming-of-age', 'crush', 'escape', 'hands', 'laboratory', 'orphan', 'severed']	2019	['Jérémy Clapin']
Thinner	['Blood and Gore']	['Curses and Spells', 'Witches']	['curse', 'gypsy', 'lawyer']	1996	['Tom Holland']
Powder	['Fantastic Reality', 'Food for Thought', 'Triumph of the Spirit']	['Miraculous Events', 'Mutants', 'Psychic Abilities']	['albino', 'telekinesis', 'friendship', 'genius', 'bully', 'hermit', 'orphan', 'supernatural-powers', 'telepathy']	1995	['Victor Salva']
And Now for Something Completely Different	['Gutbusters']	['Escape From Prison']	['comedy-troupe', 'sketch-comedy', 'songs']	1971	['Ian MacNaughton']
Happythankyoumoreplease	['Off the Beaten Path']	['Existential Crisis', 'Inner City Blues', 'Looking For Love', 'Playing the Field', 'Single Life', 'Twentysomething Life']	['bartender', 'girlfriend', 'musician', 'writer']	2010	['Josh Radnor']
Hana-bi	['Tough Guys']	['Down on Their Luck', 'Police Corruption', 'Yakuza', 'Battling Illness']	['death', 'devotion[dedication]', 'gangster', 'love', 'repentance', 'revenge']	1997	['Takeshi Kitano']
Between Two Ferns: The Movie	['Gutbusters']	"[""Actor's Life"", 'Arrested Adolescence', 'Ladder to the Top', 'Nothing Goes Right']"	['actor', 'celebrity', 'comedian', 'host', 'interview', 'road-trip']	2019	['Scott Aukerman']
Henry V	['For Love of Country']	['Crowned Heads', 'Great Battles']	['aristocracy', 'archery', 'battle[war]', 'king', 'medieval', 'princess', 'romance', 'war']	1989	['Kenneth Branagh']
You Can Count on Me	['Only Human']	['Sibling Relationships', 'Single Parents', 'Mothers and Sons', 'Orphans']	['bank-personnel', 'drifter', 'extramarital-affair', 'family', 'manager', 'parent/child-relationship', 'responsibility', 'sibling', 'single-parent', 'small-town', 'son']	2000	['Kenneth Lonergan']
Club Dread	['Comedy on the Edge', 'Gutbusters']	['Nightmare Vacations', 'Serial Killers', 'Stranded']	['island-tropical', 'resort', 'killer', 'slasher', 'homicidal-maniac', 'killing-spree', 'masseuse']	2004	['Jay Chandrasekhar']
Hellraiser III: Hell on Earth	['Blood and Gore']	['Bohemian Life']	['demon', 'gateway-to-hell', 'Hell', 'nightclub', 'puzzle', 'reporter', 'seduction', 'good-vs-evil', 'sculpture', 'supernatural', 'supernatural-forces', 'demonic-possession']	1992	['Anthony Hickox']
Victory	['Triumph of the Spirit']	['Soccer Players']	['American[nationality]', 'British', 'escape', 'German[nationality]', 'goalie', 'Nazi', 'POW', '(Prisoner', 'of', 'War)', 'soccer', 'team']	1981	['John Huston']
Take the Money and Run	['Just for Fun']	['Unlikely Criminals']	['criminal', 'ineptitude', 'convict', 'robbery', 'bank-robbery', 'inmate', 'prison']	1969	['Woody Allen']
Open Grave	['Blood and Gore', 'Spellbinders']	['Future Dystopias']	['amnesia', 'gun', 'mass-grave', 'survivor']	2013	['Gonzalo López-Gallego']
In a Lonely Place	['In a Minor Key']	['Dangerous Attraction', 'Haunted By the Past', 'Age Disparity Romance']	['alibi', 'false-accusation', 'killing', 'love', 'murder', 'romance', 'screenwriter']	1950	['Nicholas Ray']
Rogue	['Adrenaline Rush', 'Nail-biters']	"['Nightmare Vacations', 'When Animals Attack', ""Writer's Life""]"	['Australia', 'Outback', 'crocodile', 'cruise', 'riverboat']	2007	['Greg McLean']
School for Scoundrels	['Just for Fun']	['Feuds', 'Love Triangles', 'Teachers and Students']	['class[school]', 'classmate', 'confidence', 'nerd', 'professor']	2006	['Todd Phillips']
Tangerine	['Only Human']	['Unlikely Friendships']	['cheating', 'pimp', 'prostitute/prostitution', 'retribution', 'transgendered']	2015	['Sean Baker']
Ken Park	['Off the Beaten Path', 'Only Human']	['Fathers and Daughters', 'Fathers and Sons', 'Kids in Trouble', 'Mothers and Sons', 'Sexual Awakening']	['teenagers']	2002	['Larry Clark', 'Edward Lachman']
L'ennemi public n°1	['Only Human', 'Unloveables']	['Crime Sprees']	['criminal', 'girlfriend']	2008	['Jean-François Richet']
Wait Until Dark	['Nail-biters', 'Slow Burn']	"['Woman In Jeopardy', ""Criminal's Revenge"", 'Assumed Identities', 'Drug Trade']"	['apartment', 'blindness[physical]', 'criminal', 'doll', 'heroin', 'witness', 'woman', 'psychopath']	1967	['Terence Young']
Virtuosity	['Nail-biters']	"['Virtual Reality', 'Down on Their Luck', 'Serial Killers', ""Criminal's Revenge"", 'Crime Sprees', 'Obsessive Quests', 'Technology Run Amok']"	['copy-cat', 'computers', 'ex-policeman', 'family-member', 'partner', 'rampage', 'revenge', 'serial-killer', 'technology', 'virtual-reality']	1995	['Brett Leonard']
Equals	['Fantastic Reality']	['Forbidden Love', 'Future Dystopias', 'Sexual Awakening', 'Totalitarian States']	['disease', 'emotion', 'future', 'genetics', 'love', 'love-affair']	2015	['Drake Doremus']
The Strangers: Prey at Night	['Spellbinders']	['Serial Killers', 'Stalkers', 'Trapped or Confined', 'Woman In Jeopardy']	['home', 'invasion', 'macabre', 'mask[disguise]', 'stalker']	2018	['Johannes Roberts']
How I Live Now	['Only Human']	['Life Under Occupation', 'Survival in the Wilderness']	['Britain', 'countryside', 'cousin', 'English[nationality]', 'Summer', 'survival', 'teenagers', 'world-war']	2013	['Kevin Macdonald']
The Big Hit	['Adrenaline Rush', 'Gutbusters', 'Just for Fun', 'Tough Guys']	['Cons and Scams', 'Woman In Jeopardy', 'Nothing Goes Right', 'Dangerous Friends', 'Crime Gone Awry']	['bad-luck', 'girlfriend', 'hitman', 'kidnapping', 'life-in-the-fast-lane', 'naivete', 'teenagers']	1998	['Kirk Wong']
Barnyard	['Just for Fun']	['Farm Life', 'Heroic Mission', 'Fathers and Sons']	['party-animal', 'cow', 'barnyard', 'responsibility', 'chicken', 'coyote', 'mouse[animal]', 'pig']	2006	['Steve Oedekerk']
The Greatest Game Ever Played	['Triumph of the Spirit']	['Underdogs', 'Class Differences']	['golf', 'caddy', 'club[organization]', 'golf-course', 'tournament', 'working-class']	2005	['Bill Paxton']
A Street Cat Named Bob	['Pick-Me-Ups', 'Triumph of the Spirit']	"['Drug Addiction', 'Living In Exile', ""Musician's Life"", 'Unlikely Friendships']"	['addict', 'addiction', 'cat', 'homelessness', 'musician', 'street']	2016	['Roger Spottiswoode']
Pushing Tin	['Comedy on the Edge']	['Feuds', 'Infidelity']	['air-traffic-controller', 'competition', 'extramarital-affair', 'pride', 'revenge', 'rival', 'stress[worry]']	1999	['Mike Newell']
An Affair to Remember	['In the Mood for Love']	['Brief Encounters', 'Vacation Romances', 'Lovers Reunited', 'Ship Cruises', 'Otherwise Engaged']	['love', 'romance', 'extramarital-affair', 'love-triangle', 'rendezvous', 'boating', 'handicap', 'voyage']	1957	['Leo McCarey']
Il conformista	['Button Pushers']	['Haunted By the Past', 'Social Climbing']	['friendship', 'love', 'assassination', 'double-life', 'Fascism', 'homosexual', 'killing', 'professor', 'repression']	1970	['Bernardo Bertolucci']
On Golden Pond	['Only Human']	['Fathers and Daughters', 'Family Gatherings', 'Generation Gap', 'Golden Years']	['aging', 'alienation', 'cottage', 'elderly', 'family', 'family-tragedy', 'fishing', 'generation-gap', 'lake', 'patriarch', 'reconciliation', 'relationship', 'self-discovery', 'Summer', 'teenagers', 'vacation']	1981	['Mark Rydell']
The Taking of Pelham One Two Three	['Just for Fun']	['Hijackings', 'Hostage Situations', 'Perfect Crime']	['arrest', 'demands', 'detective', 'escape', 'extortion', 'gangster', 'hijacker', 'hostage', 'killing', 'loot', 'negotiation', 'panic', 'passenger', 'ransom', 'subway', 'suspect', 'tour-guide', 'tourist', 'tunnel']	1974	['Joseph Sargent']
Singles	['Pick-Me-Ups']	['Single Life', 'Twentysomething Life', 'Looking For Love']	['apartment', 'car-crash', 'dating-service', 'love', 'music-scene', 'musician', 'pregnancy', 'relationship', 'rock-band']	1992	['Cameron Crowe']
Broadcast News	['Strictly Speaking']	['Members of the Press', 'Love Triangles', 'Work Ethics', 'Faltering Friendships', 'Workplace Romance']	['anchorperson', 'corporate-ladder', 'ethics', 'love-triangle', 'love-vs-career', 'news', 'producer[showbiz]', 'reporter', 'telejournalist', 'television', 'TV-station', 'workaholic']	1987	['James L. Brooks']
Inherit the Wind	['Food for Thought']	['Fighting the System', 'Lawyers', 'Religious Zealotry']	['evolution', 'courtroom', 'defense-attorney', 'prosecutor', 'religion', 'schoolteacher', 'student', 'trial[courtroom]']	1960	['Stanley Kramer']
Lone Star	['Only Human', 'Food for Thought']	['Fathers and Sons', 'Haunted By the Past', 'Interracial/Cross-Cultural Romance', 'Murder Investigations', 'Righting the Wronged', 'Small-Town Life', 'Immigrant Life', 'Police Corruption']	['killing', 'false-accusation', 'generation-gap', 'investigation', 'murder']	1996	['John Sayles']
I Know Who Killed Me	['Eyepoppers', 'Head Trips']	['Twins and Lookalikes', 'Kidnapping', 'Mistaken Identities', 'Serial Killers', 'Woman In Jeopardy']	['kidnapping', 'lookalike', 'mistaken-identity', 'race-against-time', 'serial-killer', 'torture', 'unexplained-phenomena']	2007	['Chris Sivertson']
The Bad Batch	['Slow Burn']	['Cannibals', 'Post-Apocalypse']	['cannibalism', 'drug-addiction', 'hedonism', 'wasteland', 'desert']	2016	['Ana Lily Amirpour']
Always	['Fantastic Reality', 'In the Mood for Love']	['Starting Over', 'Supernatural Romance', 'Star-Crossed Lovers']	['afterlife', 'angel', 'aviation', 'death', 'flying-machine', 'ghost', 'guardian-angel', 'pilot']	1989	['Steven Spielberg']
The Lords of Salem	['Slow Burn']	['Curses and Spells', 'Devil Worship', 'Witches']	['coven', 'curse', 'paranormal', 'radio-personality', 'radio-show', 'record[phonographic]', 'small-town', 'supernatural', 'supernatural-forces', 'witch']	2012	['Rob Zombie']
Rupan sansei: Kariosutoro no shiro	['Adrenaline Rush', 'Young and Old Alike']	['Vigilantes']	['con/scam', 'counterfeit', 'courage', 'gangster', 'infiltration', 'princess', 'rescue', 'Samurai', 'thief']	1979	['Hayao Miyazaki']
Hours	['Nail-biters']	['Fathers and Daughters', 'Forces of Nature', 'Race Against Time', 'Trapped or Confined']	['baby', 'childbirth', 'daughter', 'evacuation', 'father', 'hospital', 'hurricane', 'newborn', 'power-failure', 'storm']	2013	['Eric Heisserer']
Pulse	['Spellbinders']	['Computer Paranoia', 'Ghosts']	['technology', 'afterlife', 'computers', 'death', 'Internet', 'mystery[unexplained', 'phenomenon]', 'ghost', 'high-tech', 'suicide']	2006	['Jim Sonzero']
Taking Woodstock	['Only Human']	['Existential Crisis', 'Questioning Sexuality', 'Underdogs']	['designer', 'farming', 'motel', 'music-festival', 'small-town']	2009	['Ang Lee']
Gringo	['Just for Fun']	['Drug Trade', 'Fish Out of Water', 'Kidnapping', 'Nothing Goes Right']	['bankruptcy', 'cartel', 'drug-company', 'kidnapping', 'marijuana', 'mercenary']	2018	['Nash Edgerton']
Universal Soldier: The Return	['Adrenaline Rush']	['Computer Paranoia', 'Robots and Androids', 'Technology Run Amok']	['android', 'military', 'project[plan]', 'rampage', 'soldier']	1999	['Mic Rodgers']
Another Year	['Food for Thought', 'In the Mood for Love', 'Only Human']	['Betrayal', 'Crumbling Marriages', 'Infidelity']	['counselor', 'couple', 'friendship', 'marriage']	2010	['Mike Leigh']
Fido	['Comedy on the Edge']	['Zombies']	['boy', 'friendship', 'mother', 'zombie']	2006	['Andrew Currie']
Pather Panchali	['Only Human']	['Down on Their Luck', 'Single Parents']	['against-all-odds', 'childhood', 'coming-of-age', 'East', 'Indian', 'employment', 'family', 'family-separation', 'family-strife', 'father', 'poor-family', 'poverty', 'struggle', 'village']	1955	['Satyajit Ray']
The China Syndrome	['Nail-biters']	['Fighting the System', 'Members of the Press', 'Whistleblowers']	['nuclear-power-plant', 'accident', 'investigation', 'meltdown', 'reporter']	1979	['James Bridges']
Money Talks	['In a Minor Key']	['Members of the Press', 'Unlikely Friendships']	['criminal', 'reporter', 'scalper', 'escape', 'deal[agreement]', 'name-clearing', 'jewel-robbery']	1997	['Brett Ratner']
The Tailor of Panama	['Comedy on the Edge']	['Cons and Scams', 'Political Corruption', 'Fighting the System', 'Political Unrest']	['espionage', 'husband-and-wife', 'Panama', 'spy', 'storytelling', 'tailor', 'Panama-Canal']	2001	['John Boorman']
The Innocents	['Spellbinders']	['Ghosts']	['governess', 'country-estate', 'boy', 'girl', 'ghost', 'haunted', 'possession', 'servant', 'soul']	1961	['Jack Clayton']
Funny Face	['In the Mood for Love', 'Pick-Me-Ups']	['Fashion World', 'Pygmalion Stories']	['fashion-model', 'love', 'Pygmalion', 'glamour', 'fashion', 'magazine', 'modeling', 'photography', 'bookseller', 'romance']	1957	['Stanley Donen']
Jing wu men	['Tough Guys']	['Righting the Wronged']	['bad-guy', 'drug-smuggler', 'gangster', 'good-guy', 'Japan', 'killing', 'martial-arts', 'master[expert]', 'murder', 'revenge', 'rival', 'sadist', 'student', 'teacher']	1972	['Wei Lo']
Miss Potter	['A Good Cry', 'Pick-Me-Ups']	"['Fantasy Life', 'Forbidden Love', ""Writer's Life""]"	"['writing', ""children's-literature"", 'independence', 'publishing-house', 'rabbit']"	2006	['Chris Noonan']
My Boss's Daughter	['Just for Fun']	['Nothing Goes Right', 'Looking For Love']	['house-sitting', 'boss[employer]', 'chaos', 'daughter', 'executive', 'house-guest', 'mansion']	2003	['David Zucker']
Antitrust	['Nail-biters']	['Computer Paranoia', 'Race Against Time', 'Technology Run Amok', 'Cons and Scams']	['ambition', 'authoritarian', 'computer-software', 'murder', 'spy', 'technology', 'whiz-kid']	2001	['Peter Howitt']
Hard to Kill	['Tough Guys']	['Rogue Cops']	['against-all-odds', 'corruption', 'doctor/nurse', 'injury', 'martial-arts', 'murder', 'one-against-odds', 'police', 'politician', 'revenge']	1990	['Bruce Malmuth']
FernGully: The Last Rainforest	['Other Dimensions']	['Righting the Wronged']	['jungle', 'bat[animal]', 'conservation', 'construction', 'ecology', 'evil', 'experiment', 'fairy', 'rainforest', 'scientist', 'wilderness']	1992	['Bill Kroyer']
The Long Goodbye	['Only Human']	['Private Eyes', 'Faltering Friendships', 'Cons and Scams', 'Femmes Fatales', 'Star Detectives']	['murder-suspect', 'investigation', 'private-detective', 'double-cross', 'friendship', 'gangster', 'police', 'suicide']	1973	['Robert Altman']
J'ai tué ma mère	['In a Minor Key']	['Mothers and Sons']	['adolescence', 'contempt', 'growing-pains', 'mother']	2009	['Xavier Dolan']
Knockin' on Heaven's Door	['Just for Fun']	['Bank Robbery', 'Battling Illness', 'Hijackings', 'Journey of Self-Discovery', 'On the Run']	['last-fling', 'terminal-illness', 'friendship', 'escape', 'on-the-run', 'cancer', 'gangster', 'hostage', 'on-the-road', 'robbery']	1997	['Thomas Jahn']
Friends with Money	['Only Human']	"[""Women's Friendship"", 'Class Differences', 'Thirtysomething Life', 'Looking For Love', 'Crumbling Marriages']"	['class-consciousness', 'finances', 'friendship', 'marital-problems', 'yuppies']	2006	['Nicole Holofcener']
Species II	['Fantastic Reality']	['Evil Aliens', 'Femmes Fatales', 'Metamorphosis']	['alien[not', 'human]', 'astronaut', 'infection', 'murder', 'politician', 'pregnancy', 'Senator', 'telepathy']	1998	['Peter Medak']
The Pink Panther Strikes Again	['Just for Fun']	['Bumbling Cops', 'Kidnapping', 'Police Corruption']	['detective', 'bumbler', 'mental-breakdown', 'boss[employer]', 'insanity', 'maniac', 'disguise', 'ray-gun', 'spy', 'world-destruction']	1976	['Blake Edwards']
